COMPLAINT ID,COMPLAINT TYPE,ADDRESS,STREET NUMBER FROM,STREET NUMBER TO,DIRECTION,STREET NAME,STREET TYPE,INSPECTOR,COMPLAINT DATE,COMPLAINT DETAIL,DATA SOURCE,RESOLUTION,RESOLVED DATE,LATITUDE,LONGITUDE,LOCATION
601336672,Air Pollution Work Order,8713 S BURLEY AVE,8713,,S,BURLEY,AVE,8386,2023-04-14T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-04-17T00:00:00Z,41.73702039661,-87.54568185856,POINT (-87.545681858561 41.737020396613)
601289972,Noise Complaint,2742 W ALTGELD ST,2742,,W,ALTGELD,ST,417325,2023-01-03T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Resolved,2023-01-03T00:00:00Z,41.926746552,-87.69678455052,POINT (-87.696784550517 41.926746551997)
601411927,Construction and Demolition,1536 W OHIO ST,1536,,W,OHIO,ST,379542,2023-08-08T00:00:00Z,Our constituents have informed us that the contractors working on the 1536 W Ohio site have been cutting Styrofoam in the open. Resulting in debris spreading all throughout the block. Please assist our constituents by means of visiting the site in order to further review their current working practices. Thank you.,DEPT. OF PUBLIC HEALTH,Resolved,2023-08-11T00:00:00Z,41.89253860155,-87.66710740913,POINT (-87.66710740913 41.892538601547)
601412347,Air Pollution Work Order,10819 S STATE ST,10819,,S,STATE,ST,13776,2023-08-10T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-08-10T00:00:00Z,41.69748213497,-87.62309793908,POINT (-87.623097939079 41.697482134973)
601411967,Air Pollution Work Order,770 N LA SALLE DR,770,,N,LA SALLE,DR,249349,2023-08-09T00:00:00Z,"Significant amount of exhaust comes from their kitchen vent, right on to people walking by at Chicago and lasalle. Seems excessive and unreasonable",DEPT. OF PUBLIC HEALTH,Complaint Valid,2023-08-10T00:00:00Z,41.89656175017,-87.63285548263,POINT (-87.632855482633 41.896561750165)
601469328,Noise Complaint,5205 S CHRISTIANA AVE,5205,,S,CHRISTIANA,AVE,13776,2023-11-09T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Resolved,2023-11-13T00:00:00Z,41.79874136771,-87.70723511956,POINT (-87.707235119563 41.798741367713)
601336687,Asbestos Work Order,2450 N MOZART ST,2450,,N,MOZART,ST,379542,2023-04-14T00:00:00Z,"The front looks like it is dangerous and could potently have loose wood fall on individuals or propertyFront of the house. Removing old siding, with paint chips and debris blowing around on other property and cars. The proper protocol is not occuring. Not sure if a permit is needed, or asbestos/ lead is coming down.",DEPT. OF PUBLIC HEALTH,Resolved,2023-04-17T00:00:00Z,41.92633765816,-87.69882676588,POINT (-87.698826765879 41.926337658164)
601370370,Air Pollution Work Order,1818 N WELLS ST,1818,,N,WELLS,ST,379542,2023-06-05T00:00:00Z,The current work a the New Leaf building is causing a large amount of dust and potential asbestos that is covering the neighborhood - and causing a great deal of concern from local residents and neighbors,DEPT. OF PUBLIC HEALTH,Resolved,2023-06-06T00:00:00Z,41.91534960619,-87.63498800612,POINT (-87.634988006119 41.915349606194)
601295649,Noise Complaint,3200 W CARROLL AVE,3200,,W,CARROLL,AVE,417325,2023-01-14T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-01-17T00:00:00Z,41.88762945802,-87.70644385957,POINT (-87.706443859566 41.887629458023)
601477807,Noise Complaint,4677 N ELSTON AVE,4677,,N,ELSTON,AVE,129151,2023-12-01T00:00:00Z,x-sport,DEPT. OF PUBLIC HEALTH,Resolved,2023-12-04T00:00:00Z,41.96622739209,-87.73718362212,POINT (-87.737183622119 41.966227392086)
601482516,Noise Complaint,2945 W 31ST ST,2945,,W,31ST,ST,437489,2023-12-14T00:00:00Z,There is a loud buzzer sound every 5 seconds coming from the roof 24hrs/7days. It never stops.,DEPT. OF PUBLIC HEALTH,Resolved,2023-12-14T00:00:00Z,41.83722643874,-87.69924362797,POINT (-87.69924362797 41.837226438744)
601428017,Air Pollution Work Order,2055 W PERSHING RD,2055,,W,PERSHING,RD,417337,2023-09-01T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Complaint Valid,2023-09-05T00:00:00Z,41.82297276573,-87.67702220738,POINT (-87.677022207376 41.822972765727)
601411043,Air Pollution Work Order,6110 S PRINCETON AVE,6110,,S,PRINCETON,AVE,249349,2023-08-07T00:00:00Z,The odor is REALLY bad coming from this place. I use to enjoy being outside but due to my allergies I have to stay inside and keep windows closed so I don't go into an allergic reaction. They maybe burning metal or iron. Have problems breathing.,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-08-08T00:00:00Z,41.78321098273,-87.63284348509,POINT (-87.632843485086 41.783210982732)
601443505,Air Pollution Work Order,2524 S BLUE ISLAND AVE,2524,,S,BLUE ISLAND,AVE,417337,2023-09-27T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-09-29T00:00:00Z,41.84655206006,-87.68125183701,POINT (-87.681251837005 41.846552060058)
601398616,Air Pollution Work Order,162 E ONTARIO ST,162,,E,ONTARIO,ST,3308,2023-07-19T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-07-20T00:00:00Z,41.89346946765,-87.62289419026,POINT (-87.622894190259 41.893469467647)
601449181,Construction and Demolition,4424 N ARTESIAN AVE,4424,,N,ARTESIAN,AVE,379542,2023-10-05T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Resolved,2023-10-06T00:00:00Z,41.96207377255,-87.69007592951,POINT (-87.69007592951 41.962073772549)
601336755,Noise Complaint,3226 N CLARK ST,3226,,N,CLARK,ST,129151,2023-04-14T00:00:00Z,"I believe the noise is coming from the exhaust hood on the roof. It’s a constant high pitch whistling that occurs all day everyday and into the evening. I’m not 100% sure this is the source, but sure seems to be",DEPT. OF PUBLIC HEALTH,Resolved,2023-04-17T00:00:00Z,41.94059966822,-87.65137220986,POINT (-87.651372209861 41.940599668225)
601413431,Air Pollution Work Order,4200 S ARTESIAN AVE,4200,,S,ARTESIAN,AVE,84397,2023-08-10T00:00:00Z,neighbors are burning wood in the rear of the property !!!!!!&nbsp;,DEPT. OF PUBLIC HEALTH,Resolved,2023-08-11T00:00:00Z,41.8172996878,-87.68609546899,POINT (-87.686095468994 41.817299687804)
601324786,Noise Complaint,5801 S HALSTED ST,5801,,S,HALSTED,ST,3308,2023-03-27T00:00:00Z,This scrap metal company is insane! They do this bc this is Englewood. It's 1:30am now Monday morning &amp; they're still working! This is my second time complaining as well as other neighbors. DO SOMETHING!,DEPT. OF PUBLIC HEALTH,Resolved,2023-03-27T00:00:00Z,41.78880746242,-87.64486849336,POINT (-87.644868493355 41.78880746242)
601470176,Construction and Demolition,3575 W FULLERTON AVE,3575,,W,FULLERTON,AVE,417325,2023-11-14T00:00:00Z,"&nbsp;The site has a massive hole, debris piles, machinery and new product on site. Someone is allowing people to live in tents on this site.",DEPT. OF PUBLIC HEALTH,Resolved,2023-11-17T00:00:00Z,41.92449720963,-87.7166938277,POINT (-87.716693827703 41.924497209634)
601470996,Asbestos Work Order,7745 S SAGINAW AVE,7745,,S,SAGINAW,AVE,379542,2023-11-15T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Resolved,2023-11-16T00:00:00Z,41.75411347056,-87.55981265725,POINT (-87.559812657251 41.754113470557)
601319461,Air Pollution Work Order,5222 N CLARK ST,5222,,N,CLARK,ST,249349,2023-03-16T00:00:00Z,SMELL OF SAWDUST AND BURNING WOOD GOING INTO APT UNIT DUE TO WORK GOING ON IN THE BUSINESS ON THE MAIN LEVEL&nbsp;,DEPT. OF PUBLIC HEALTH,Resolved,2023-03-17T00:00:00Z,41.9768864056,-87.66854452885,POINT (-87.66854452885 41.976886405595)
601469892,Air Pollution Work Order,4429 W DIVISION ST,4429,,W,DIVISION,ST,249349,2023-11-13T00:00:00Z,&nbsp;causing mechanical shop to wash shop vehicles more,DEPT. OF PUBLIC HEALTH,Refer to Building Dept,2023-11-14T00:00:00Z,41.90238187203,-87.7372959601,POINT (-87.737295960103 41.902381872026)
601466063,Construction and Demolition,2134 W SUPERIOR ST,2134,,W,SUPERIOR,ST,84397,2023-11-03T00:00:00Z,&nbsp;See attached picture. Open construction with scaffolding no fence no mesh,DEPT. OF PUBLIC HEALTH,Resolved,2023-11-06T00:00:00Z,41.89504227109,-87.68089098123,POINT (-87.680890981235 41.895042271089)
601413432,Air Pollution Work Order,3457 E 106TH ST,3457,,E,106TH,ST,13776,2023-08-11T00:00:00Z,: Can't see what the company or what they are doing. One concrete of companies out there.,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-08-11T00:00:00Z,41.70263956294,-87.53905505355,POINT (-87.539055053548 41.70263956294)
601442860,Construction and Demolition,7250 S SOUTH SHORE DR,7250,,S,SOUTH SHORE,DR,13776,2023-09-27T00:00:00Z,PER CALLER- THERE ARE SOME MEN WORKING ON A BUILDING THAT KEEP THROWINGCONSTRUCTION DEBRIS FROM THE REAR AND SIDE OF THE BUILDING. THE DEBRIS IS HITTING VEHICLES AS THEYDRIVE BY AND VEHICLES PARKED IN THE REAR BY THE ALLEY. THEY HAVE DEBRIS THAT IS NOT FALLING INTOTHE DUMPSTER AS WELL.,DEPT. OF PUBLIC HEALTH,Resolved,2023-09-27T00:00:00Z,41.76448370443,-87.56121061918,POINT (-87.561210619176 41.764483704432)
601369257,Toxics Hazardous Materials Work Order,5940 N ELSTON AVE,5940,,N,ELSTON,AVE,3308,2023-05-25T00:00:00Z,"there id a 50 foot pit in the back of the shop that is full of junk, hazardous waste. the pit is located in a back room with a basket of dirt over it, oil and hazardous materials are leaking onto the ground. there may be oil tanks in the ground. a realtor (bob michaels) of chicago northwest realtor is trying to sell the shop illegally without the knowledge of the business owner",DEPT. OF PUBLIC HEALTH,Refer to other Depts,2023-05-25T00:00:00Z,41.98927288542,-87.77681809526,POINT (-87.776818095259 41.989272885421)
601426229,Air Pollution Work Order,2500 S PAULINA ST,2500,,S,PAULINA,ST,10937,2023-08-30T00:00:00Z,Caller states smoke and dust is emitted from the building non-stop causing trouble breathing if anywhere near facility,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-09-06T00:00:00Z,41.84676817856,-87.66850812646,POINT (-87.668508126456 41.846768178557)
601310350,Noise Complaint,1212 N PAULINA ST,1212,,N,PAULINA,ST,129151,2023-02-23T00:00:00Z,Not sure. Appears to come from electrical unit - high pitched screeching. Awful on ears inside even with earplugs and windows shut: Seems to be coming from power source. High pitched whistle that is painful to hear,DEPT. OF PUBLIC HEALTH,Resolved,2023-02-24T00:00:00Z,41.90370418953,-87.67058473936,POINT (-87.670584739356 41.903704189532)
601311732,Noise Complaint,3143 W 53RD ST,3143,,W,53RD,ST,129151,2023-02-27T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Resolved,2023-02-28T00:00:00Z,41.79707008372,-87.70296706365,POINT (-87.702967063648 41.79707008372)
601356433,Air Pollution Work Order,4546 S CHRISTIANA AVE,4546,,S,CHRISTIANA,AVE,84397,2023-05-15T00:00:00Z,"There’s a guy working at this house infront of the stairs he was there in the morning since 9am, just creating a lot of dust he’s not even licensed to work and I don’t believe he has a permit, people walked and coughed",DEPT. OF PUBLIC HEALTH,Resolved,2023-05-16T00:00:00Z,41.81046895118,-87.70787032983,POINT (-87.707870329828 41.81046895118)
601428097,Construction and Demolition,2607 W 51ST ST,2607,,W,51ST,ST,84397,2023-09-05T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Resolved,2023-09-05T00:00:00Z,41.80095668223,-87.68945210527,POINT (-87.68945210527 41.800956682228)
601387656,Air Pollution Work Order,3501 N HALSTED ST,3501,,N,HALSTED,ST,417337,2023-06-29T00:00:00Z,"There are millions of styrofoam pellets (perhaps for insulation?) blowing around for blocks. The Howard Brown Health construction site looks to be the epicenter. Cleanup is unrealistic, but they should practice mitigations to prevent this in the future.",DEPT. OF PUBLIC HEALTH,Complaint Valid,2023-06-30T00:00:00Z,41.94550975343,-87.64928456978,POINT (-87.649284569783 41.945509753428)
601412357,Construction and Demolition,4356 N KEELER AVE,4356,,N,KEELER,AVE,417337,2023-08-09T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-08-10T00:00:00Z,41.96073854542,-87.73285663255,POINT (-87.732856632551 41.960738545419)
601342118,Illegal Dumping Work Order,8634 S KOMENSKY AVE,8634,,S,KOMENSKY,AVE,13776,2023-04-20T00:00:00Z,"a resident at the subject site is dumping used motor oil into open overflowing container in a shared alley. currently there are 1-2 container that hold approximately 8 gallons each (without lids) and they are about to overflow. this activity occurred previously last summer, and oil spilled all over the ground, affecting wildlife in the area. the caller would like someone to intervene before the used oil spills again into the alley",DEPT. OF PUBLIC HEALTH,Resolved,2023-04-21T00:00:00Z,41.73557155939,-87.72281963705,POINT (-87.722819637046 41.735571559389)
601460920,Vehicle Idling Work Order,1136 W LAWRENCE AVE,1136,,W,LAWRENCE,AVE,84397,2023-10-26T00:00:00Z,: Semi Trucks idling at Clifton &amp; Lawrence. This truck is associated with the construction work taking place at the Lawrence Red Line Station. A total of 6 trucks idling at a time. This takes place 7 days a week and in early.&nbsp;,DEPT. OF PUBLIC HEALTH,Resolved,2023-10-26T00:00:00Z,41.9691447935,-87.65910171893,POINT (-87.659101718929 41.969144793495)
601478430,Air Pollution Work Order,3030 W 21ST PL,3030,,W,21ST,PL,249349,2023-12-04T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Refer to Building Dept,2023-12-05T00:00:00Z,41.8528399696,-87.70163084376,POINT (-87.701630843762 41.852839969599)
601441914,Air Pollution Work Order,5025 S WOODLAWN AVE,5025,,S,WOODLAWN,AVE,8386,2023-09-25T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-09-26T00:00:00Z,41.80330875851,-87.59657243784,POINT (-87.596572437836 41.803308758511)
601468428,Noise Complaint,649 S CLARK ST,649,,S,CLARK,ST,437489,2023-11-08T00:00:00Z,"The noise from the exhaust occurs daily from around 8 AM till 11 PM, sometimes going till 1 AM. There have been numerous service requests filed and no resolution have been made. There are no changes in the noise hours",DEPT. OF PUBLIC HEALTH,Complaint Valid,2023-11-09T00:00:00Z,41.87360828514,-87.630500286,POINT (-87.630500285996 41.873608285143)
601410228,Construction and Demolition,2517 W CARMEN AVE,2517,,W,CARMEN,AVE,379542,2023-08-04T00:00:00Z,There was a sign posted regarding work stoppage at this construction site due to health hazards. Demolition work has started again. Want to be sure it's not on violation.,DEPT. OF PUBLIC HEALTH,Resolved,2023-08-07T00:00:00Z,41.97392095461,-87.69273753666,POINT (-87.692737536656 41.973920954614)
601461252,Noise Complaint,720 N STATE ST,720,,N,STATE,ST,417325,2023-10-27T00:00:00Z,"This site has been reported numerous times over the past year. The previous address entered was 1 West Superior (location of parking deck); however, the ventilation equipment is for the Tzuco restaurant located at 720 N State.",DEPT. OF PUBLIC HEALTH,Complaint Valid,2023-10-30T00:00:00Z,41.89563627196,-87.62832032238,POINT (-87.628320322382 41.895636271961)
601444558,Water Pollution,1752 N NAGLE AVE,1752,,N,NAGLE,AVE,417337,2023-09-25T00:00:00Z,"no odor observed, i have photos",DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-09-29T00:00:00Z,41.91249125074,-87.78688383902,POINT (-87.786883839022 41.91249125074)
601426223,Construction and Demolition,3054 N SPAULDING AVE,3054,,N,SPAULDING,AVE,84397,2023-08-30T00:00:00Z,This refers to the lot the left of 3054 Spaulding Ave n. There is a lot of trash at the rear of the lot next to the port o potty’s causing a rat issue. Please ask the owners to clean up the lot. Also they have taken the trash cans of 3054 Spaulding Ave n.&nbsp;,DEPT. OF PUBLIC HEALTH,Resolved,2023-08-31T00:00:00Z,41.93728809845,-87.7101456632,POINT (-87.710145663197 41.937288098445)
601412355,Construction and Demolition,1844 N MAUD AVE,1844,,N,MAUD,AVE,84397,2023-08-09T00:00:00Z,Property is messy again. Random wood and debris. Uneven ground that rats are breeding in. Rat population is way up in this area.,DEPT. OF PUBLIC HEALTH,Resolved,2023-08-10T00:00:00Z,41.91508403763,-87.65400012647,POINT (-87.654000126467 41.915084037629)
601417542,Service Stations/Storage Tanks Work Order,3100 W 36TH ST,3100,,W,36TH,ST,417325,2023-08-07T00:00:00Z,"&nbsp;

Not sure who is
handling ASTs but we received a complaint from Zoning regarding an unpermitted
AST at the site.&nbsp;

&nbsp;

The site is
Midwest Foods and is a large site. However, they only appear as a Tier II site
in Hansen.&nbsp;

&nbsp;

Can someone send
an inspector out to see what's at the site? Thanks",DEPT. OF PUBLIC HEALTH,Complaint Valid,2023-08-10T00:00:00Z,41.82823285512,-87.70223137034,POINT (-87.702231370344 41.828232855116)
601355414,Noise Complaint,5229 S NASHVILLE AVE,5229,,S,NASHVILLE,AVE,129151,2023-05-15T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Resolved,2023-05-15T00:00:00Z,41.79691032722,-87.78668189771,POINT (-87.786681897708 41.79691032722)
601314248,Air Pollution Work Order,1001 W 47TH ST,1001,,W,47TH,ST,8386,2023-03-06T00:00:00Z,"&nbsp;Hi folks, there is A LOT of dust happening off or Morgan/47th street because of heavy truck traffic. Is there any way to control the dust because the dust makes the street UN-WALKABLE. Thank you for your time and help.",DEPT. OF PUBLIC HEALTH,Complaint Valid,2023-03-07T00:00:00Z,41.80868404636,-87.65051590304,POINT (-87.65051590304 41.808684046361)
601366008,Noise Complaint,434 W MELROSE ST,434,,W,MELROSE,ST,417325,2023-05-30T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-05-31T00:00:00Z,41.94129619035,-87.64080486242,POINT (-87.640804862416 41.941296190352)
601421301,Air Pollution Work Order,5317 S SAWYER AVE,5317,,S,SAWYER,AVE,249349,2023-08-23T00:00:00Z,URGENT SPRAY PAINTING CARS IN GARAGE,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-08-24T00:00:00Z,41.79660653915,-87.70472237677,POINT (-87.704722376773 41.796606539149)
601333206,Air Pollution Work Order,1 E SCHILLER ST,1,,E,SCHILLER,ST,417337,2023-04-10T00:00:00Z,construction crew is grinding cement and dust is flying into the windows of bldgs next door.,DEPT. OF PUBLIC HEALTH,Resolved,2023-04-10T00:00:00Z,41.90769045551,-87.62872941524,POINT (-87.628729415236 41.907690455513)
601457202,Water Pollution,4359 W HIRSCH ST,4359,,W,HIRSCH,ST,417325,2023-10-19T00:00:00Z,"According to the constituent ducks are dying at the reservoir at increasing numbers. The constituent commented that the Menard's store next door is doing construction and laying out liquid tar. With the rain we had the last few weeks, it could be that runoff from the tar has contaminated the water.",DEPT. OF PUBLIC HEALTH,Resolved,2024-09-18T00:00:00Z,41.90602481762,-87.73617570334,POINT (-87.736175703345 41.906024817622)
601422859,Service Stations/Storage Tanks Work Order,1364 W ESTES AVE,1364,,W,ESTES,AVE,417337,2023-08-27T00:00:00Z,Smell gas from my stove when ignited. Very strong smell that keeps leaking after stove is shut off,DEPT. OF PUBLIC HEALTH,Refer to other Depts,2023-08-28T00:00:00Z,42.01168184243,-87.66536192853,POINT (-87.665361928532 42.011681842426)
601385652,Illegal Dumping Work Order,740 S FEDERAL ST,740,,S,FEDERAL,ST,129151,2023-06-27T00:00:00Z,"white pick up truck with a black loading bed. ""northshore truck &amp; equip"" logo on the back. construction project behind 728 s dearborn on s federal st",DEPT. OF PUBLIC HEALTH,Resolved,2023-06-28T00:00:00Z,41.87281694796,-87.62976511674,POINT (-87.629765116741 41.872816947958)
601445611,Air Pollution Work Order,2001 W PERSHING RD,2001,,W,PERSHING,RD,417337,2023-10-02T00:00:00Z,Entire park smells of asphalt this morning,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-10-02T00:00:00Z,41.82300132297,-87.67514359129,POINT (-87.675143591289 41.823001322966)
601361098,Illegal Dumping Work Order,1328 S SAWYER AVE,1328,,S,SAWYER,AVE,8386,2023-05-23T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-05-23T00:00:00Z,41.86362964652,-87.70695343335,POINT (-87.706953433347 41.863629646518)
601385721,Construction and Demolition,2446 N WASHTENAW AVE,2446,,N,WASHTENAW,AVE,417325,2023-06-27T00:00:00Z,"please inspect construction sites for fire damaged buildings at 2444 n washtenaw, neighbors complaining about issues with how materials are being kept on site",DEPT. OF PUBLIC HEALTH,Complaint Valid,2023-06-29T00:00:00Z,41.92627834341,-87.69516816003,POINT (-87.695168160034 41.926278343409)
601451030,Noise Complaint,5138 N WINCHESTER AVE,5138,,N,WINCHESTER,AVE,129151,2023-10-06T00:00:00Z,There is a loud and constant generator noise from the small strip mall across the street. The exact source is unknown. Mostly it is heard from the garden units but it occurs all night long with only very short breaks.,DEPT. OF PUBLIC HEALTH,Resolved,2023-10-10T00:00:00Z,41.97598752555,-87.67803145088,POINT (-87.678031450877 41.975987525547)
601418592,Illegal Dumping Work Order,4752 S KEELER AVE,4752,,S,KEELER,AVE,8386,2023-08-20T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-08-21T00:00:00Z,41.80623943902,-87.72858189194,POINT (-87.728581891936 41.80623943902)
601387657,Air Pollution Work Order,3551 N CENTRAL AVE,3551,,N,CENTRAL,AVE,417337,2023-06-29T00:00:00Z,Subway is cutting granite in alley for restaurant floor. Dust is going into neighboring homes and they are still serving food.,DEPT. OF PUBLIC HEALTH,Resolved,2023-06-30T00:00:00Z,41.94559898709,-87.76659924295,POINT (-87.766599242952 41.945598987088)
601484545,Noise Complaint,4636 N BEACON ST,4636,,N,BEACON,ST,417325,2023-12-22T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-12-26T00:00:00Z,41.96640446474,-87.66415403324,POINT (-87.664154033241 41.966404464742)
601439050,Construction and Demolition,3726 W GIDDINGS ST,3726,,W,GIDDINGS,ST,379542,2023-09-20T00:00:00Z,THEY ARE BUILD A NEW HOME AND ITS MUD THICK COVERING THE SOLE OF YOUR SHOE ALL DOWN THE ALLEY,DEPT. OF PUBLIC HEALTH,Resolved,2023-09-22T00:00:00Z,41.96750780493,-87.72182527263,POINT (-87.72182527263 41.967507804929)
601469329,Illegal Dumping Work Order,5205 S CHRISTIANA AVE,5205,,S,CHRISTIANA,AVE,13776,2023-11-09T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Resolved,2023-11-13T00:00:00Z,41.79874136771,-87.70723511956,POINT (-87.707235119563 41.798741367713)
601476621,Water Pollution,5205 S CHRISTIANA AVE,5205,,S,CHRISTIANA,AVE,437489,2023-11-30T00:00:00Z,Engine oil and chemicals,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-11-27T00:00:00Z,41.79874136771,-87.70723511956,POINT (-87.707235119563 41.798741367713)
601298984,Asbestos Work Order,2938 N LUNA AVE,2938,,N,LUNA,AVE,425726,2023-01-25T00:00:00Z,PAT DOMIN AT 773-814-1286.. 3835 N NARRAGANSETT 60634.. LORI DOMIN 846-845-0197 AND LIVES 1523 HOFFMAN AVE 60068.POWDER WHITE ON THE FLOOR AND BLOWING OUT THE VENTS,DEPT. OF PUBLIC HEALTH,Resolved,2023-01-26T00:00:00Z,41.93428319711,-87.76526848267,POINT (-87.765268482675 41.934283197113)
601428126,Vehicle Idling Work Order,4457 W IOWA ST,4457,,W,IOWA,ST,3308,2023-09-04T00:00:00Z,SEMI PARKED ON IOWA AND KILBOURN - TRUCK ***STARTED AT 8 PM LAST NIGHT THRU THE PRESENT TIME 9 AM**,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-09-05T00:00:00Z,41.89688911506,-87.73825441955,POINT (-87.738254419555 41.896889115058)
601422854,Water Pollution,4100 N MARINE DR,4100,,N,MARINE,DR,3308,2023-08-26T00:00:00Z,"There are multiple vehicles on Bittersweet that oil changes are being performed on daily, with the used oil, and other fluids, being dumped down the storm drains many times a day.",DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-08-28T00:00:00Z,41.95580658035,-87.64571677969,POINT (-87.645716779692 41.955806580347)
601326013,Service Stations/Storage Tanks Work Order,148 N CANAL ST,148,,N,CANAL,ST,84397,2023-03-29T00:00:00Z,: 20 propane tanks under the Metra tracks at Lake and Clinton.,DEPT. OF PUBLIC HEALTH,Resolved,2023-03-29T00:00:00Z,41.88457102455,-87.63994532691,POINT (-87.639945326907 41.884571024551)
601445619,Construction and Demolition,2008 W ADDISON ST,2008,,W,ADDISON,ST,379542,2023-10-01T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Resolved,2023-10-02T00:00:00Z,41.94696803192,-87.67895227059,POINT (-87.678952270591 41.946968031921)
601329902,Air Pollution Work Order,3017 W LAWRENCE AVE,3017,,W,LAWRENCE,AVE,417337,2023-04-04T00:00:00Z,Please come and take a look at this place the smell of paint is very strong the businesses around are complaining the neighbors around are talking about it. People shopping in the stores and restaurant complaint of smell,DEPT. OF PUBLIC HEALTH,Resolved,2023-04-05T00:00:00Z,41.96838003831,-87.70428285717,POINT (-87.704282857166 41.968380038311)
601340613,Air Pollution Work Order,644 W ARLINGTON PL,644,,W,ARLINGTON,PL,249349,2023-04-20T00:00:00Z,First request was made nine days ago and it says “ completed” but the dust from machine saw cutting concrete and brick and mortar has continued every day without screen protection or vacuum collection or water,DEPT. OF PUBLIC HEALTH,Complaint Valid,2023-04-21T00:00:00Z,41.92681032693,-87.64574107316,POINT (-87.64574107316 41.926810326929)
601379669,Water Pollution,6132 S CENTRAL AVE,6132,,S,CENTRAL,AVE,8386,2023-06-16T00:00:00Z,The mechanic shop aeropuerto auto shopDumping oil and antifreeze in alley sewer.,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-06-21T00:00:00Z,41.78071450925,-87.7619763116,POINT (-87.761976311604 41.780714509254)
601392065,Noise Complaint,2945 W 31ST ST,2945,,W,31ST,ST,129151,2023-07-07T00:00:00Z,"EVERY FIVE SECONDS, THERE IS A LOUD BUZZ FROM THE ROOFTOP EQUIPMENT, 24 HOURS PER DAY. IT IS EITHER AN ALARM, OR A TANK VIBRATOR FOR POWDER MOVEMENT. YOU CAN HEAR IT BETTER AWAY FROM THE BUILDING, AS IT IS COMING FROM THE ROOF.",DEPT. OF PUBLIC HEALTH,Resolved,2023-07-10T00:00:00Z,41.83722643874,-87.69924362797,POINT (-87.69924362797 41.837226438744)
601314765,Water Pollution,7542 N OAKLEY AVE,7542,,N,OAKLEY,AVE,3308,2023-03-06T00:00:00Z,: This has been going on for almost a year. Please do something about this terrible owner who is polluting the neighborhood and not doing the necessary plumbing repairsTheir is raw sewage flowing all day out of the catch basin/manhole in the parking area at the rear of the property. It flown into the public alley and into the storm drain. It smells terrible and is a health hazard.&nbsp;,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-03-07T00:00:00Z,42.01868993816,-87.68788683342,POINT (-87.687886833415 42.018689938156)
601432262,Water Pollution,5623 S MEADE AVE,5623,,S,MEADE,AVE,84397,2023-09-09T00:00:00Z,"hate to say this but i believe workers spilled toxic materials in drain; then again it could be the neighbors whom park ragged cars above sewer that leaks fluids Have no I idea when the sewer was last, if ever, cleanedChicago Sewer in front of my house needs to be cleaned out rotted out tree stumps &amp; toxic, sewage, nasty odor",DEPT. OF PUBLIC HEALTH,Resolved,2023-09-11T00:00:00Z,41.78994413603,-87.77425754123,POINT (-87.774257541226 41.789944136026)
601443494,Noise Complaint,111 E CHESTNUT ST,111,,E,CHESTNUT,ST,417325,2023-09-27T00:00:00Z,"Noise at 2:30 am coming from 111 E Chestnut, Ms. Foh resides at The Clare located at 55 East Pearson.",DEPT. OF PUBLIC HEALTH,Complaint Valid,2023-09-29T00:00:00Z,41.89826161909,-87.62516469194,POINT (-87.62516469194 41.898261619089)
